id,nombre,contenido,seccion,contenido_upper,favorito,marca,camino
34,ARTICULO 34,"Se establecen servidumbres sobre las franjas de terrenos laterales de las vías rurales, para las instalaciones de las redes técnicas, limitadas interiormente por el borde exterior de la franja de emplazamiento de la vía y exteriormente por una línea paralela a dicho borde. Su ancho se establece de conformidad con los documentos técnicos normativos y no está permitida, la construcción de ningún tipo de edificación, aunque no afecte el uso a que está destinado el terreno, sin el permiso de la autoridad administrativa correspondiente.
",10,"SE ESTABLECEN SERVIDUMBRES SOBRE LAS FRANJAS DE TERRENOS LATERALES DE LAS VIAS RURALES, PARA LAS INSTALACIONES DE LAS REDES TECNICAS, LIMITADAS INTERIORMENTE POR EL BORDE EXTERIOR DE LA FRANJA DE EMPLAZAMIENTO DE LA VIA Y EXTERIORMENTE POR UNA LINEA PARALELA A DICHO BORDE. SU ANCHO SE ESTABLECE DE CONFORMIDAD CON LOS DOCUMENTOS TECNICOS NORMATIVOS Y NO ESTA PERMITIDA, LA CONSTRUCCION DE NINGUN TIPO DE EDIFICACION, AUNQUE NO AFECTE EL USO A QUE ESTA DESTINADO EL TERRENO, SIN EL PERMISO DE LA AUTORIDAD ADMINISTRATIVA CORRESPONDIENTE.
",,0,-3-6-10-
35,ARTICULO 35,"En las vías urbanas se establece una zona de servidumbre para ldid
a, ubicación, dentro de la faja de la vía y demás características, se precisan en los documentos técnicos normativos.
<BR>
El Ministerio del Transporte determina el procedimiento a seguir en los casos de redes técnicas que por sus características no pueden ser ubicadas en dicha franja.",10,"EN LAS VIAS URBANAS SE ESTABLECE UNA ZONA DE SERVIDUMBRE PARA LDID
A, UBICACION, DENTRO DE LA FAJA DE LA VIA Y DEMAS CARACTERISTICAS, SE PRECISAN EN LOS DOCUMENTOS TECNICOS NORMATIVOS.
<BR>
EL MINISTERIO DEL TRANSPORTE DETERMINA EL PROCEDIMIENTO A SEGUIR EN LOS CASOS DE REDES TECNICAS QUE POR SUS CARACTERISTICAS NO PUEDEN SER UBICADAS EN DICHA FRANJA.",,0,-3-6-10-
36,ARTICULO 36,"Las instalaciones de redes técnicas a que se refieren los artículos anteriores requieren la previa aprobación de la autoridad administrativa.
",10,"LAS INSTALACIONES DE REDES TECNICAS A QUE SE REFIEREN LOS ARTICULOS ANTERIORES REQUIEREN LA PREVIA APROBACION DE LA AUTORIDAD ADMINISTRATIVA.
",,0,-3-6-10-
37,ARTICULO 37,"Para la construcción, reconstrucción, reparación y mantenimiento de las vías, el inversionista puede utilizar, con carácter provisional, previa autorización y convenio con el perjudicado y su compensación económica cuando proceda, los terrenos circundantes para depósito
de materiales de construcción, excavaciones, explotación de canteras, ejecución de caminos de acceso hasta estos últimos, y para desvíos que faciliten el tránsito mientras duren los trabajos a realizar.
",10,"PARA LA CONSTRUCCION, RECONSTRUCCION, REPARACION Y MANTENIMIENTO DE LAS VIAS, EL INVERSIONISTA PUEDE UTILIZAR, CON CARACTER PROVISIONAL, PREVIA AUTORIZACION Y CONVENIO CON EL PERJUDICADO Y SU COMPENSACION ECONOMICA CUANDO PROCEDA, LOS TERRENOS CIRCUNDANTES PARA DEPOSITO
DE MATERIALES DE CONSTRUCCION, EXCAVACIONES, EXPLOTACION DE CANTERAS, EJECUCION DE CAMINOS DE ACCESO HASTA ESTOS ULTIMOS, Y PARA DESVIOS QUE FACILITEN EL TRANSITO MIENTRAS DUREN LOS TRABAJOS A REALIZAR.
",,0,-3-6-10-
38,ARTICULO 38,"Si el perjudicado a que se refiere el artículo anterior, no otorgase la autorización correspondiente, el inversionista puede recurrir ante el Consejo de la Administración Provincial del Poder Popular.
Contra lo resuelto por el Consejo de la Administración el perjudicado puede utilizar los procedimientos judiciales vigentes sin que por ello se paralice la ejecución de la obra. ",10,"SI EL PERJUDICADO A QUE SE REFIERE EL ARTICULO ANTERIOR, NO OTORGASE LA AUTORIZACION CORRESPONDIENTE, EL INVERSIONISTA PUEDE RECURRIR ANTE EL CONSEJO DE LA ADMINISTRACION PROVINCIAL DEL PODER POPULAR.
CONTRA LO RESUELTO POR EL CONSEJO DE LA ADMINISTRACION EL PERJUDICADO PUEDE UTILIZAR LOS PROCEDIMIENTOS JUDICIALES VIGENTES SIN QUE POR ELLO SE PARALICE LA EJECUCION DE LA OBRA. ",,0,-3-6-10-
39,ARTICULO 39,"Cuando se produce una interrupción en la circulación de vehículos en una vía y es necesario restablecerla de inmediato por razones de seguridad nacional o interés social, el Consejo de la Administración Municipal del Poder Popular en cuya demarcación ocurrió la interrupción puede, bajo su responsabilidad, autorizar el cruce provisional por otro terreno, y queda obligado a comunicarlo antes de las veinticuatro horas siguientes a su poseedor legal o propietario.
Dicha decisión es informada de inmediato a la autoridad administrativa, para que proceda a tomar las medidas necesarias encaminadas a restablecer la vía a sus condiciones normales, y para pagarle la indemnización al poseedor legal o propietario del terreno.
",10,"CUANDO SE PRODUCE UNA INTERRUPCION EN LA CIRCULACION DE VEHICULOS EN UNA VIA Y ES NECESARIO RESTABLECERLA DE INMEDIATO POR RAZONES DE SEGURIDAD NACIONAL O INTERES SOCIAL, EL CONSEJO DE LA ADMINISTRACION MUNICIPAL DEL PODER POPULAR EN CUYA DEMARCACION OCURRIO LA INTERRUPCION PUEDE, BAJO SU RESPONSABILIDAD, AUTORIZAR EL CRUCE PROVISIONAL POR OTRO TERRENO, Y QUEDA OBLIGADO A COMUNICARLO ANTES DE LAS VEINTICUATRO HORAS SIGUIENTES A SU POSEEDOR LEGAL O PROPIETARIO.
DICHA DECISION ES INFORMADA DE INMEDIATO A LA AUTORIDAD ADMINISTRATIVA, PARA QUE PROCEDA A TOMAR LAS MEDIDAS NECESARIAS ENCAMINADAS A RESTABLECER LA VIA A SUS CONDICIONES NORMALES, Y PARA PAGARLE LA INDEMNIZACION AL POSEEDOR LEGAL O PROPIETARIO DEL TERRENO.
",,0,-3-6-10-
40,ARTICULO 40,"En caso de daños a terrenos, deben adoptarse las medidas para su rehabilitación posterior.",10,"EN CASO DE DANOS A TERRENOS, DEBEN ADOPTARSE LAS MEDIDAS PARA SU REHABILITACION POSTERIOR.",,0,-3-6-10-
41,ARTICULO 41,"La utilización provisional de terrenos a que se refieren los artículos precedentes no debe exceder el tiempo previamente pactado por las partes, transcurrido el cual son devueltos al propietario o poseedor legal en condi- ciones de ser utilizados conforme al destino que anteriormente tenían. La rehabilitación está a cargo de la autoridad
administrativa de la vía que corresponde y no debe exceder el período concertado entre las partes.<BR>
Si los terrenos no pueden volver a su destino anterior, la
autoridad administrativa compensa al poseedor legal o propietario, por los daños y perjuicios que se le ocasione.<BR>
En los casos en que la utilización sea definitiva, la autoridad administrativa inicia el procedimiento de expropiación forzosa correspondiente.
",10,"LA UTILIZACION PROVISIONAL DE TERRENOS A QUE SE REFIEREN LOS ARTICULOS PRECEDENTES NO DEBE EXCEDER EL TIEMPO PREVIAMENTE PACTADO POR LAS PARTES, TRANSCURRIDO EL CUAL SON DEVUELTOS AL PROPIETARIO O POSEEDOR LEGAL EN CONDI- CIONES DE SER UTILIZADOS CONFORME AL DESTINO QUE ANTERIORMENTE TENIAN. LA REHABILITACION ESTA A CARGO DE LA AUTORIDAD
ADMINISTRATIVA DE LA VIA QUE CORRESPONDE Y NO DEBE EXCEDER EL PERIODO CONCERTADO ENTRE LAS PARTES.<BR>
SI LOS TERRENOS NO PUEDEN VOLVER A SU DESTINO ANTERIOR, LA
AUTORIDAD ADMINISTRATIVA COMPENSA AL POSEEDOR LEGAL O PROPIETARIO, POR LOS DANOS Y PERJUICIOS QUE SE LE OCASIONE.<BR>
EN LOS CASOS EN QUE LA UTILIZACION SEA DEFINITIVA, LA AUTORIDAD ADMINISTRATIVA INICIA EL PROCEDIMIENTO DE EXPROPIACION FORZOSA CORRESPONDIENTE.
",,0,-3-6-10-
42,ARTICULO 42,"La autoridad administrativa elimina todo aquello que afecte la vía o que impide su visibilidad; los gastos corresponden al que ocasiona la afectación.
",10,"LA AUTORIDAD ADMINISTRATIVA ELIMINA TODO AQUELLO QUE AFECTE LA VIA O QUE IMPIDE SU VISIBILIDAD; LOS GASTOS CORRESPONDEN AL QUE OCASIONA LA AFECTACION.
",,0,-3-6-10-
43,ARTICULO 43,"Con el fin de proteger y defender las vías queda prohibido:<BR>
1) dañar las vías y cualesquiera de sus componentes, y alterar su forma;<BR>
2) romper o alterar las defensas, cercas, o cualquier otro componente de la vía;<BR>
3) no restaurar las vías dañadas o alteradas para ejecutar
obras autorizadas dentro del término legalmente establecido o restaurarla con mala calidad;<BR>
4) recoger, raspar o tomar tierra dentro de la faja de la vía;<BR>
5) impedir el libre curso de las aguas que fluyan por las
obras viales o sus cunetas, o alterar el drenaje normal de las vías mediante zanjas, diques, levantamiento de
terreno o por la utilización de cualquier otro medio que obstruya o dificulte el libre flujo de las aguas hacia terrenos más bajos;<BR>
6) conducir ganado a pastar o abrevar y permitir su permanencia en la faja de emplazamiento de la vía;<BR>
7) abrir canales, zanjas o hacer cualquier excavación en
los terrenos limítrofes con la vía a una distancia de menos de tres metros del borde exterior, hacia fuera de la faja de la vía;<BR>
8) depositar dentro de los límites de la faja de la vía materiales que afectan su uso, conservación o paisajismo;<BR>
9) arrastrar objetos o instrumentos por el pavimento de las
vías que pueden rayar o dañar estas;<BR>
10) transitar en tractores, carros, equipos y otras máquinas de estera o estrías de hierro, por las vías pavimentadas, salvo que lo hagan provisto de aditamentos que impidan
el daño a dichas vías;<BR>
11) construir accesos de las áreas colindantes a las autopistas, salvo que se hagan a través de las vías existentes o previstas mediante soluciones a diferente nivel; avalados por estudios especializados de ingeniería de tránsito.<BR>
12) destruir, dañar, alterar o sustraer cualesquiera de la señales de la circulación que se encuentran ubicadas en la vía;<BR>
13) instalar señales de tránsito que no hayan sido autorizadas por el órgano especializado de ingeniería de tránsito;<BR>
14) sembrar árboles o arbustos en las áreas verdes que existan entre el contén o borde de la calzada o la acera, a cada lado de la calzada, dentro de los diez metros anteriores y posteriores de la intersección en zona urbana y dentro de los diez metros anteriores y posteriores a la vía férrea en cada uno de los cuadrantes a lo largo de la
vía y dentro de los triángulos de visibilidad de los pasos
a nivel;<BR>
15) mantener árboles, arbustos o yerbas cuyo crecimiento
rebase los diez centímetros de altura, en los lugares señalados en el inciso anterior; en este caso se procede a su tala o corte por la autoridad administrativa correspondiente, para garantizar la mayor visibilidad posible al tránsito de vehículos o peatones en las intersecciones;<BR>
16) sembrar árboles o situar obstáculos dentro de la faja de
emplazamiento en las vías rurales; y <BR>
17) cualquier otro acto o conducta que atente contra las vías.

 
",11,"CON EL FIN DE PROTEGER Y DEFENDER LAS VIAS QUEDA PROHIBIDO:<BR>
1) DANAR LAS VIAS Y CUALESQUIERA DE SUS COMPONENTES, Y ALTERAR SU FORMA;<BR>
2) ROMPER O ALTERAR LAS DEFENSAS, CERCAS, O CUALQUIER OTRO COMPONENTE DE LA VIA;<BR>
3) NO RESTAURAR LAS VIAS DANADAS O ALTERADAS PARA EJECUTAR
OBRAS AUTORIZADAS DENTRO DEL TERMINO LEGALMENTE ESTABLECIDO O RESTAURARLA CON MALA CALIDAD;<BR>
4) RECOGER, RASPAR O TOMAR TIERRA DENTRO DE LA FAJA DE LA VIA;<BR>
5) IMPEDIR EL LIBRE CURSO DE LAS AGUAS QUE FLUYAN POR LAS
OBRAS VIALES O SUS CUNETAS, O ALTERAR EL DRENAJE NORMAL DE LAS VIAS MEDIANTE ZANJAS, DIQUES, LEVANTAMIENTO DE
TERRENO O POR LA UTILIZACION DE CUALQUIER OTRO MEDIO QUE OBSTRUYA O DIFICULTE EL LIBRE FLUJO DE LAS AGUAS HACIA TERRENOS MAS BAJOS;<BR>
6) CONDUCIR GANADO A PASTAR O ABREVAR Y PERMITIR SU PERMANENCIA EN LA FAJA DE EMPLAZAMIENTO DE LA VIA;<BR>
7) ABRIR CANALES, ZANJAS O HACER CUALQUIER EXCAVACION EN
LOS TERRENOS LIMITROFES CON LA VIA A UNA DISTANCIA DE MENOS DE TRES METROS DEL BORDE EXTERIOR, HACIA FUERA DE LA FAJA DE LA VIA;<BR>
8) DEPOSITAR DENTRO DE LOS LIMITES DE LA FAJA DE LA VIA MATERIALES QUE AFECTAN SU USO, CONSERVACION O PAISAJISMO;<BR>
9) ARRASTRAR OBJETOS O INSTRUMENTOS POR EL PAVIMENTO DE LAS
VIAS QUE PUEDEN RAYAR O DANAR ESTAS;<BR>
10) TRANSITAR EN TRACTORES, CARROS, EQUIPOS Y OTRAS MAQUINAS DE ESTERA O ESTRIAS DE HIERRO, POR LAS VIAS PAVIMENTADAS, SALVO QUE LO HAGAN PROVISTO DE ADITAMENTOS QUE IMPIDAN
EL DANO A DICHAS VIAS;<BR>
11) CONSTRUIR ACCESOS DE LAS AREAS COLINDANTES A LAS AUTOPISTAS, SALVO QUE SE HAGAN A TRAVES DE LAS VIAS EXISTENTES O PREVISTAS MEDIANTE SOLUCIONES A DIFERENTE NIVEL; AVALADOS POR ESTUDIOS ESPECIALIZADOS DE INGENIERIA DE TRANSITO.<BR>
12) DESTRUIR, DANAR, ALTERAR O SUSTRAER CUALESQUIERA DE LA SENALES DE LA CIRCULACION QUE SE ENCUENTRAN UBICADAS EN LA VIA;<BR>
13) INSTALAR SENALES DE TRANSITO QUE NO HAYAN SIDO AUTORIZADAS POR EL ORGANO ESPECIALIZADO DE INGENIERIA DE TRANSITO;<BR>
14) SEMBRAR ARBOLES O ARBUSTOS EN LAS AREAS VERDES QUE EXISTAN ENTRE EL CONTEN O BORDE DE LA CALZADA O LA ACERA, A CADA LADO DE LA CALZADA, DENTRO DE LOS DIEZ METROS ANTERIORES Y POSTERIORES DE LA INTERSECCION EN ZONA URBANA Y DENTRO DE LOS DIEZ METROS ANTERIORES Y POSTERIORES A LA VIA FERREA EN CADA UNO DE LOS CUADRANTES A LO LARGO DE LA
VIA Y DENTRO DE LOS TRIANGULOS DE VISIBILIDAD DE LOS PASOS
A NIVEL;<BR>
15) MANTENER ARBOLES, ARBUSTOS O YERBAS CUYO CRECIMIENTO
REBASE LOS DIEZ CENTIMETROS DE ALTURA, EN LOS LUGARES SENALADOS EN EL INCISO ANTERIOR; EN ESTE CASO SE PROCEDE A SU TALA O CORTE POR LA AUTORIDAD ADMINISTRATIVA CORRESPONDIENTE, PARA GARANTIZAR LA MAYOR VISIBILIDAD POSIBLE AL TRANSITO DE VEHICULOS O PEATONES EN LAS INTERSECCIONES;<BR>
16) SEMBRAR ARBOLES O SITUAR OBSTACULOS DENTRO DE LA FAJA DE
EMPLAZAMIENTO EN LAS VIAS RURALES; Y <BR>
17) CUALQUIER OTRO ACTO O CONDUCTA QUE ATENTE CONTRA LAS VIAS.

 
",,0,-3-6-11-
44,ARTICULO 44,"Sin la previa autorización de la autoridad administrativa queda también prohibido:<BR>
1) modificar o alterar las características de las vías y cualesquiera de sus componentes dentro de los límites de la faja;<BR>
2) podar o cortar árboles, postes, flores o cualquier otro
elemento que constituya parte de la ornamentación o el paisajismo de la vía, o que haya sido colocado con un fin determinado;<BR>
3) utilizar la vía con un fin distinto para el cual fue construida o como parte de un embalse si no ha sido proyectada para ello;<BR>
4) ejecutar accesos, derivaciones o intersecciones a nivel, para comunicar los inmuebles cercanos con la vía;<BR>
5) hacer obras o depósitos, aunque sean temporales, sobre
la faja de la vía. En los casos autorizados que perjudiquen la circulación del tránsito, requiere, además, el permiso del órgano correspondiente de la seguridad del tránsito;<BR>
6) transitar vehículos con un peso por eje superior al permitido en las regulaciones vigentes; e<BR>
7) instalar anuncios, avisos o advertencias mediante vallas, tableros, carteles, letreros u objetos, en cualquier vía, parte o tramo de ella. Se exceptúan los casos previamente aprobados por el Ministerio del Interior. ",11,"SIN LA PREVIA AUTORIZACION DE LA AUTORIDAD ADMINISTRATIVA QUEDA TAMBIEN PROHIBIDO:<BR>
1) MODIFICAR O ALTERAR LAS CARACTERISTICAS DE LAS VIAS Y CUALESQUIERA DE SUS COMPONENTES DENTRO DE LOS LIMITES DE LA FAJA;<BR>
2) PODAR O CORTAR ARBOLES, POSTES, FLORES O CUALQUIER OTRO
ELEMENTO QUE CONSTITUYA PARTE DE LA ORNAMENTACION O EL PAISAJISMO DE LA VIA, O QUE HAYA SIDO COLOCADO CON UN FIN DETERMINADO;<BR>
3) UTILIZAR LA VIA CON UN FIN DISTINTO PARA EL CUAL FUE CONSTRUIDA O COMO PARTE DE UN EMBALSE SI NO HA SIDO PROYECTADA PARA ELLO;<BR>
4) EJECUTAR ACCESOS, DERIVACIONES O INTERSECCIONES A NIVEL, PARA COMUNICAR LOS INMUEBLES CERCANOS CON LA VIA;<BR>
5) HACER OBRAS O DEPOSITOS, AUNQUE SEAN TEMPORALES, SOBRE
LA FAJA DE LA VIA. EN LOS CASOS AUTORIZADOS QUE PERJUDIQUEN LA CIRCULACION DEL TRANSITO, REQUIERE, ADEMAS, EL PERMISO DEL ORGANO CORRESPONDIENTE DE LA SEGURIDAD DEL TRANSITO;<BR>
6) TRANSITAR VEHICULOS CON UN PESO POR EJE SUPERIOR AL PERMITIDO EN LAS REGULACIONES VIGENTES; E<BR>
7) INSTALAR ANUNCIOS, AVISOS O ADVERTENCIAS MEDIANTE VALLAS, TABLEROS, CARTELES, LETREROS U OBJETOS, EN CUALQUIER VIA, PARTE O TRAMO DE ELLA. SE EXCEPTUAN LOS CASOS PREVIAMENTE APROBADOS POR EL MINISTERIO DEL INTERIOR. ",,0,-3-6-11-
45,ARTICULO 45,"Se exceptúan del cumplimiento de las prohibiciones establecidas en este capítulo a los órganos de la defensa en ocasión de las actividades que se realizan en interés de la defensa nacional, por catástrofe o desastre natural.
 
",11,"SE EXCEPTUAN DEL CUMPLIMIENTO DE LAS PROHIBICIONES ESTABLECIDAS EN ESTE CAPITULO A LOS ORGANOS DE LA DEFENSA EN OCASION DE LAS ACTIVIDADES QUE SE REALIZAN EN INTERES DE LA DEFENSA NACIONAL, POR CATASTROFE O DESASTRE NATURAL.
 
",,0,-3-6-11-
46,ARTICULO 46,"La autoridad administrativa está responsabilizada con el control del crecimiento de cualquier tipo de plantaciones que pueden dañar la vía o limitar la visibilidad.
",11,"LA AUTORIDAD ADMINISTRATIVA ESTA RESPONSABILIZADA CON EL CONTROL DEL CRECIMIENTO DE CUALQUIER TIPO DE PLANTACIONES QUE PUEDEN DANAR LA VIA O LIMITAR LA VISIBILIDAD.
",,0,-3-6-11-
47,ARTICULO 47,"Los usuarios y entidades que tienen a su cargo la administración de embalses, tanques o depósitos de cualquier tipo, canales artificiales o de riego por tuberías, están obligados a impedir que, al utilizar las aguas u otras sustancias, estas se expandan sobre la vía o puedan dañarlas en su totalidad o en algunos de sus componentes.
",11,"LOS USUARIOS Y ENTIDADES QUE TIENEN A SU CARGO LA ADMINISTRACION DE EMBALSES, TANQUES O DEPOSITOS DE CUALQUIER TIPO, CANALES ARTIFICIALES O DE RIEGO POR TUBERIAS, ESTAN OBLIGADOS A IMPEDIR QUE, AL UTILIZAR LAS AGUAS U OTRAS SUSTANCIAS, ESTAS SE EXPANDAN SOBRE LA VIA O PUEDAN DANARLAS EN SU TOTALIDAD O EN ALGUNOS DE SUS COMPONENTES.
",,0,-3-6-11-
48,ARTICULO 48,"Las personas naturales o jurídicas están obligadas a comunicar a la autoridad administrativa correspondiente cualquier peligro para la seguridad del tránsito de vehículos y peatones, derivado del mal estado de las edificaciones que ocupen o en que residan.
",11,"LAS PERSONAS NATURALES O JURIDICAS ESTAN OBLIGADAS A COMUNICAR A LA AUTORIDAD ADMINISTRATIVA CORRESPONDIENTE CUALQUIER PELIGRO PARA LA SEGURIDAD DEL TRANSITO DE VEHICULOS Y PEATONES, DERIVADO DEL MAL ESTADO DE LAS EDIFICACIONES QUE OCUPEN O EN QUE RESIDAN.
",,0,-3-6-11-
49,ARTICULO 49,"La ingeniería de tránsito comprende los estudios sistemáticos y la señalización vial, y a través de estos interviene en el diseño y la planificación vial.<BR>
El Ministerio del Interior dirige la actividad de la ingeniería de tránsito para lo cual norma, ejecuta y controla todo lo concerniente a la señalización vial y la conservación de las señales, para ello coordina con la autoridad administrativa competente.
",13,"LA INGENIERIA DE TRANSITO COMPRENDE LOS ESTUDIOS SISTEMATICOS Y LA SENALIZACION VIAL, Y A TRAVES DE ESTOS INTERVIENE EN EL DISENO Y LA PLANIFICACION VIAL.<BR>
EL MINISTERIO DEL INTERIOR DIRIGE LA ACTIVIDAD DE LA INGENIERIA DE TRANSITO PARA LO CUAL NORMA, EJECUTA Y CONTROLA TODO LO CONCERNIENTE A LA SENALIZACION VIAL Y LA CONSERVACION DE LAS SENALES, PARA ELLO COORDINA CON LA AUTORIDAD ADMINISTRATIVA COMPETENTE.
",,0,-3-12-13-
50,ARTICULO 50,"Los estudios sistemáticos son las premisas del diseño y la señalización, constituyen medios auxiliares de la planificación vial y permiten mantener actualizados los índices e indicadores requeridos para efectuar las correcciones necesarias al tránsito y a las vías.
",14,"LOS ESTUDIOS SISTEMATICOS SON LAS PREMISAS DEL DISENO Y LA SENALIZACION, CONSTITUYEN MEDIOS AUXILIARES DE LA PLANIFICACION VIAL Y PERMITEN MANTENER ACTUALIZADOS LOS INDICES E INDICADORES REQUERIDOS PARA EFECTUAR LAS CORRECCIONES NECESARIAS AL TRANSITO Y A LAS VIAS.
",,0,-3-12-14-
51,ARTICULO 51,"Los estudios sistemáticos comprenden
entre otros:<BR>
1) de velocidad: velocidad media de marcha, velocidad
media de recorrido y velocidad de operación;<BR>
2) de volúmenes de tránsito: en lugares aislados, en sistemas de vías rurales y urbanas. Incluyen la preparación de la toma de datos para el Promedio Anual de Intensidad Diaria de Tránsito;<BR>
3) de demoras en intersecciones;<BR>
4) sobre capacidad;<BR>
5) sobre seguridad de la vía;<BR>
6) de kilometrajes de las vías para establecer su longitud, la ejecución del inventario vial, de estudios relacionados con la seguridad y la adecuada señalización; y<BR>
7) sobre levantamientos topográficos para la elaboración de proyectos, soluciones viales, demandas de parqueos y sobre costo y beneficio en materia de ingeniería de tránsito.
",14,"LOS ESTUDIOS SISTEMATICOS COMPRENDEN
ENTRE OTROS:<BR>
1) DE VELOCIDAD: VELOCIDAD MEDIA DE MARCHA, VELOCIDAD
MEDIA DE RECORRIDO Y VELOCIDAD DE OPERACION;<BR>
2) DE VOLUMENES DE TRANSITO: EN LUGARES AISLADOS, EN SISTEMAS DE VIAS RURALES Y URBANAS. INCLUYEN LA PREPARACION DE LA TOMA DE DATOS PARA EL PROMEDIO ANUAL DE INTENSIDAD DIARIA DE TRANSITO;<BR>
3) DE DEMORAS EN INTERSECCIONES;<BR>
4) SOBRE CAPACIDAD;<BR>
5) SOBRE SEGURIDAD DE LA VIA;<BR>
6) DE KILOMETRAJES DE LAS VIAS PARA ESTABLECER SU LONGITUD, LA EJECUCION DEL INVENTARIO VIAL, DE ESTUDIOS RELACIONADOS CON LA SEGURIDAD Y LA ADECUADA SENALIZACION; Y<BR>
7) SOBRE LEVANTAMIENTOS TOPOGRAFICOS PARA LA ELABORACION DE PROYECTOS, SOLUCIONES VIALES, DEMANDAS DE PARQUEOS Y SOBRE COSTO Y BENEFICIO EN MATERIA DE INGENIERIA DE TRANSITO.
",,0,-3-12-14-
